weight_set_ID,in_node_ID,out_node_ID,weight
0,0,0,0.212304949760437
0,0,1,-0.0993259847164154
0,0,2,-0.41086092591285706
0,0,3,0.3289825916290283
0,1,0,-0.38101014494895935
0,1,1,-0.09349590539932251
0,1,2,-0.0561252236366272
0,1,3,-0.031814634799957275
0,2,0,0.32837796211242676
0,2,1,0.12168395519256592
0,2,2,0.179610013961792
0,2,3,-0.3606663942337036
0,3,0,0.297788143157959
0,3,1,-0.16326576471328735
0,3,2,-0.11184284090995789
0,3,3,0.3603307008743286
0,4,0,0.201768159866333
0,4,1,-0.2913375198841095
0,4,2,0.03438037633895874
0,4,3,0.43403708934783936
1,0,0,0.11206889152526855
1,1,0,0.4912922978401184
1,2,0,0.15352535247802734
1,3,0,0.4011687636375427
