weight_set_ID,in_node_ID,out_node_ID,weight
0,0,0,0.10946506261825562
0,0,1,0.3132035732269287
0,0,2,-0.3561687767505646
0,0,3,-0.4211162328720093
0,0,4,-0.3407464623451233
0,0,5,-0.14051565527915955
0,0,6,-0.2334384322166443
0,0,7,0.31007885932922363
0,0,8,0.045334458351135254
0,0,9,-0.2833709418773651
0,0,10,-0.053193122148513794
0,0,11,-0.02396923303604126
0,0,12,0.3041027784347534
0,0,13,-0.06985777616500854
0,0,14,-0.2573263645172119
0,0,15,0.09959220886230469
0,0,16,0.42344802618026733
0,0,17,-0.18748587369918823
0,0,18,0.24747437238693237
0,0,19,0.28364288806915283
0,0,20,-0.14128378033638
0,0,21,0.44455963373184204
0,0,22,-0.12611544132232666
0,0,23,-0.3336937129497528
0,0,24,-0.06257075071334839
0,0,25,-0.04820844531059265
0,0,26,0.24564635753631592
0,0,27,0.20385169982910156
0,0,28,-0.09144997596740723
0,0,29,0.044776856899261475
0,0,30,0.27762407064437866
0,0,31,0.14476007223129272
0,0,32,-0.20657451450824738
0,0,33,-0.2472132444381714
0,0,34,0.12069869041442871
0,0,35,0.3701813817024231
0,0,36,0.22443276643753052
0,0,37,0.005337536334991455
0,0,38,-0.30607765913009644
0,0,39,0.36251169443130493
0,0,40,0.4354594349861145
0,0,41,0.410789430141449
0,0,42,0.29948896169662476
0,0,43,0.2774558663368225
0,0,44,-0.2981785535812378
0,0,45,-0.377607136964798
0,0,46,-0.142937570810318
0,0,47,0.35479485988616943
0,0,48,0.41187453269958496
0,0,49,-0.27835631370544434
0,0,50,0.18302303552627563
0,0,51,-0.3435901701450348
0,0,52,0.20381486415863037
0,0,53,0.38457250595092773
0,0,54,-0.0015939176082611084
0,0,55,0.3302137851715088
0,0,56,-0.3464038372039795
0,0,57,0.18567335605621338
0,0,58,0.06891113519668579
0,0,59,-0.11416745185852051
0,0,60,0.21808487176895142
0,0,61,-0.12772443890571594
0,0,62,-0.11413484811782837
0,0,63,0.13880717754364014
0,0,64,-0.2628026604652405
0,0,65,0.06502312421798706
0,0,66,0.013521790504455566
0,0,67,0.06833851337432861
0,0,68,-0.19799597561359406
0,0,69,-0.33706504106521606
0,0,70,-0.08061906695365906
0,0,71,0.14021378755569458
0,0,72,0.4125053882598877
0,0,73,-0.29205888509750366
0,0,74,0.26301687955856323
0,0,75,0.44297856092453003
0,0,76,-0.1565568745136261
0,0,77,-0.13908705115318298
0,0,78,0.4134102463722229
0,0,79,0.21345913410186768
0,0,80,0.28194236755371094
0,0,81,0.20605719089508057
0,0,82,0.12361657619476318
0,0,83,0.05525636672973633
0,0,84,-0.04218095541000366
0,0,85,0.17111724615097046
0,0,86,-0.17237329483032227
0,0,87,0.06404852867126465
0,0,88,0.356964647769928
0,0,89,-0.07457119226455688
0,0,90,0.08922708034515381
0,0,91,-0.033751726150512695
0,0,92,-0.1142435371875763
0,0,93,0.4152613878250122
0,0,94,-0.05940806865692139
0,0,95,0.18111580610275269
0,0,96,0.2315846085548401
0,0,97,-0.18870455026626587
0,0,98,-0.06356978416442871
0,0,99,0.27142542600631714
0,0,100,-0.04840564727783203
0,0,101,-0.38671910762786865
0,0,102,-0.2896059453487396
0,0,103,0.13865536451339722
0,0,104,-0.041631072759628296
0,0,105,-0.2889200448989868
0,0,106,-0.17149829864501953
0,0,107,0.007471680641174316
0,0,108,0.020525604486465454
0,0,109,-0.08061081171035767
0,0,110,0.10858374834060669
0,0,111,0.4059215784072876
0,0,112,0.2797616720199585
0,0,113,0.14105427265167236
0,0,114,0.015880584716796875
0,0,115,0.326788067817688
0,0,116,-0.10066437721252441
0,0,117,0.43690723180770874
0,0,118,0.1421559453010559
0,0,119,0.41851377487182617
0,0,120,-0.233289435505867
0,0,121,-0.24661710858345032
0,0,122,0.13869357109069824
0,0,123,-0.11516541242599487
0,0,124,0.4160648584365845
0,0,125,-0.08359122276306152
0,0,126,-0.24980704486370087
0,0,127,-0.41343599557876587
0,1,0,0.2977745532989502
0,1,1,-0.21262824535369873
0,1,2,0.22049838304519653
0,1,3,0.4165651798248291
0,1,4,0.23141682147979736
0,1,5,-0.2374754399061203
0,1,6,0.2567771077156067
0,1,7,-0.3104285001754761
0,1,8,0.1282384991645813
0,1,9,-0.35451146960258484
0,1,10,0.2319803237915039
0,1,11,-0.1725580394268036
0,1,12,0.10738950967788696
0,1,13,-0.07176133990287781
0,1,14,0.1452586054801941
0,1,15,-0.109555184841156
0,1,16,-0.058410078287124634
0,1,17,-0.15893292427062988
0,1,18,0.25699448585510254
0,1,19,0.1486693024635315
0,1,20,-0.13118982315063477
0,1,21,0.3807182312011719
0,1,22,-0.3050714135169983
0,1,23,0.42394185066223145
0,1,24,-0.4267142117023468
0,1,25,-0.16366681456565857
0,1,26,0.3999851942062378
0,1,27,0.06944221258163452
0,1,28,0.10075324773788452
0,1,29,-0.05462503433227539
0,1,30,0.10459303855895996
0,1,31,-0.3600462079048157
0,1,32,0.16345000267028809
0,1,33,0.27840685844421387
0,1,34,-0.052855998277664185
0,1,35,-0.26280316710472107
0,1,36,-0.4398307800292969
0,1,37,0.11162078380584717
0,1,38,-0.1468675136566162
0,1,39,-0.13295793533325195
0,1,40,0.03868985176086426
0,1,41,-0.22323621809482574
0,1,42,-0.21405264735221863
0,1,43,0.2983196973800659
0,1,44,-0.33865898847579956
0,1,45,-0.06375673413276672
0,1,46,0.01429140567779541
0,1,47,0.1824554204940796
0,1,48,-0.11553683876991272
0,1,49,-0.41878244280815125
0,1,50,0.07021898031234741
0,1,51,-0.4023890495300293
0,1,52,-0.15932738780975342
0,1,53,-0.20121948421001434
0,1,54,-0.2720246911048889
0,1,55,0.005108147859573364
0,1,56,-0.3875259757041931
0,1,57,-0.13559120893478394
0,1,58,0.26836854219436646
0,1,59,0.3368985652923584
0,1,60,-0.3075811266899109
0,1,61,0.2782137989997864
0,1,62,0.12862622737884521
0,1,63,-0.11196190118789673
0,1,64,-0.3838857412338257
0,1,65,-0.166113942861557
0,1,66,0.31073856353759766
0,1,67,0.03380855917930603
0,1,68,0.34779852628707886
0,1,69,0.049495846033096313
0,1,70,0.1258729100227356
0,1,71,-0.16947457194328308
0,1,72,0.43529826402664185
0,1,73,0.23282963037490845
0,1,74,-0.25778353214263916
0,1,75,-0.41818317770957947
0,1,76,-0.4412054717540741
0,1,77,0.41556286811828613
0,1,78,-0.30882519483566284
0,1,79,0.1633133888244629
0,1,80,0.2046898603439331
0,1,81,-0.35527074337005615
0,1,82,-0.23183006048202515
0,1,83,-0.40605345368385315
0,1,84,0.3264923691749573
0,1,85,-0.1992643177509308
0,1,86,0.15648454427719116
0,1,87,-0.19426396489143372
0,1,88,0.44071316719055176
0,1,89,-0.4331967532634735
0,1,90,-0.1542820930480957
0,1,91,-0.2606530785560608
0,1,92,0.18196970224380493
0,1,93,0.1854497194290161
0,1,94,0.27955085039138794
0,1,95,0.1365417242050171
0,1,96,0.3633788228034973
0,1,97,-0.34060412645339966
0,1,98,-0.2640303075313568
0,1,99,0.22245746850967407
0,1,100,0.32902008295059204
0,1,101,-0.19804805517196655
0,1,102,-0.2025112360715866
0,1,103,0.008075863122940063
0,1,104,-0.2361854463815689
0,1,105,0.36200928688049316
0,1,106,-0.3528795838356018
0,1,107,0.262562096118927
0,1,108,-0.1618497371673584
0,1,109,0.31258755922317505
0,1,110,0.028437525033950806
0,1,111,0.32790839672088623
0,1,112,0.20210689306259155
0,1,113,0.27447813749313354
0,1,114,0.3313792943954468
0,1,115,0.2291797399520874
0,1,116,0.43195533752441406
0,1,117,-0.1282157599925995
0,1,118,-0.035299211740493774
0,1,119,-0.17859631776809692
0,1,120,0.20614635944366455
0,1,121,0.07803511619567871
0,1,122,-0.3408789336681366
0,1,123,-0.10368707776069641
0,1,124,0.18041682243347168
0,1,125,-0.1582595407962799
0,1,126,0.36392802000045776
0,1,127,-0.372243195772171
0,2,0,0.0738639235496521
0,2,1,0.42997485399246216
0,2,2,-0.2354847639799118
0,2,3,-0.04051792621612549
0,2,4,-0.3593181371688843
0,2,5,0.23469263315200806
0,2,6,-0.30087658762931824
0,2,7,-0.3347465693950653
0,2,8,-0.2980279326438904
0,2,9,0.19998061656951904
0,2,10,0.36610138416290283
0,2,11,0.09058648347854614
0,2,12,0.05488485097885132
0,2,13,-0.05975973606109619
0,2,14,-0.38577213883399963
0,2,15,0.16382050514221191
0,2,16,-0.1172652542591095
0,2,17,0.10567712783813477
0,2,18,-0.23054903745651245
0,2,19,-0.2685279846191406
0,2,20,0.3030085563659668
0,2,21,0.30823493003845215
0,2,22,-0.004705846309661865
0,2,23,0.3972080945968628
0,2,24,0.24421244859695435
0,2,25,-0.41858577728271484
0,2,26,-0.01952919363975525
0,2,27,-0.3396795392036438
0,2,28,-0.11957275867462158
0,2,29,-0.042688578367233276
0,2,30,0.099922776222229
0,2,31,-0.07967135310173035
0,2,32,0.37082844972610474
0,2,33,-0.2229863554239273
0,2,34,-0.4288036823272705
0,2,35,-0.3588600158691406
0,2,36,0.0873139500617981
0,2,37,0.14459329843521118
0,2,38,0.2309941053390503
0,2,39,-0.30392730236053467
0,2,40,0.329706072807312
0,2,41,-0.12359675765037537
0,2,42,-0.24273568391799927
0,2,43,-0.3624689280986786
0,2,44,-0.24116969108581543
0,2,45,-0.36066868901252747
0,2,46,-0.2819522023200989
0,2,47,-0.41458114981651306
0,2,48,-0.12212204933166504
0,2,49,-0.0709373950958252
0,2,50,0.1809026002883911
0,2,51,0.04570204019546509
0,2,52,0.38920533657073975
0,2,53,-0.32790428400039673
0,2,54,-0.3596528172492981
0,2,55,0.28340089321136475
0,2,56,0.04443743824958801
0,2,57,-0.2112598419189453
