weight_set_ID,in_node_ID,out_node_ID,weight
0,0,0,-0.01563972234725952
0,0,1,0.22788596153259277
0,0,2,0.24657702445983887
0,0,3,0.4427964687347412
0,0,4,0.3920384645462036
0,0,5,0.10078871250152588
0,0,6,-0.41511106491088867
0,0,7,0.38042253255844116
0,0,8,0.07627999782562256
0,0,9,0.015172719955444336
0,0,10,0.42194122076034546
0,0,11,0.40137583017349243
0,0,12,-0.3621601462364197
0,0,13,-0.10578399896621704
0,0,14,-0.13584855198860168
0,0,15,0.41407841444015503
0,0,16,-0.07421860098838806
0,0,17,-0.3487595319747925
0,0,18,0.3246082663536072
0,0,19,-0.06324440240859985
0,0,20,-0.293307900428772
0,0,21,-0.0027759969234466553
0,0,22,-0.09074541926383972
0,0,23,-0.42592188715934753
0,0,24,-0.08182108402252197
0,0,25,0.39020276069641113
0,0,26,-0.2830871343612671
0,0,27,-0.36811625957489014
0,0,28,-0.2550119459629059
0,0,29,0.032570868730545044
0,0,30,0.27277034521102905
0,0,31,0.43165653944015503
0,0,32,-0.418016254901886
0,0,33,0.3431094288825989
0,0,34,0.23320531845092773
0,0,35,-0.1364869773387909
0,0,36,-0.1714574694633484
0,0,37,0.22803670167922974
0,0,38,0.1932448148727417
0,0,39,0.4348687529563904
0,0,40,-0.047842949628829956
0,0,41,0.0021580159664154053
0,0,42,-0.3648381531238556
0,0,43,-0.40370288491249084
0,0,44,0.294381320476532
0,0,45,-0.12391775846481323
0,0,46,0.2712637186050415
0,0,47,0.3548469543457031
0,0,48,-0.406103253364563
0,0,49,0.19178926944732666
0,0,50,-0.3308461606502533
0,0,51,0.21700555086135864
0,0,52,0.101218581199646
0,0,53,0.4096965789794922
0,0,54,-0.34684139490127563
0,0,55,0.2733648419380188
0,0,56,-0.32518285512924194
0,0,57,-0.03535476326942444
0,0,58,-0.17794910073280334
0,0,59,-0.09242665767669678
0,0,60,-0.24084368348121643
0,0,61,0.34975874423980713
0,0,62,0.2602250576019287
0,0,63,-0.40621814131736755
0,0,64,0.40643125772476196
0,0,65,0.1837558150291443
0,0,66,0.383419394493103
0,0,67,-0.4296140670776367
0,0,68,0.2720454931259155
0,0,69,0.33591920137405396
