weight_set_ID,in_node_ID,out_node_ID,weight
0,0,0,0.1908828616142273
0,0,1,-0.3701602518558502
0,0,2,-0.25693148374557495
0,1,0,0.20388537645339966
0,1,1,0.2130480408668518
0,1,2,-0.37881091237068176
0,2,0,0.14582395553588867
0,2,1,-0.3381514549255371
0,2,2,0.3177928924560547
0,3,0,0.2559550404548645
0,3,1,-0.14026352763175964
0,3,2,-0.42253226041793823
0,4,0,-0.43503808975219727
0,4,1,-0.0826643705368042
0,4,2,-0.015037178993225098
1,0,0,0.19502198696136475
1,1,0,-0.0014206171035766602
1,2,0,-0.5543646216392517
