ID,Value
0,0.9998166561126709
1,0.9958564639091492
2,0.9999752640724182
3,0.9994639754295349
4,1.0003843307495117
5,0.9998800754547119
6,0.999791145324707
7,0.9999719262123108
8,0.9993064403533936
9,0.9998698830604553
10,0.9997344017028809
11,1.0039095878601074
12,0.9910751581192017
13,0.9999395608901978
14,0.9999516010284424
15,0.9999042749404907
16,0.9998990893363953
17,0.999619722366333
18,0.9987741112709045
19,0.9999210238456726
20,0.999908983707428
21,0.9991550445556641
22,1.0039360523223877
23,0.9999863505363464
24,0.9980866312980652
25,0.9999550580978394
26,0.9999482035636902
27,0.9983323216438293
28,1.0004781484603882
29,0.9996817111968994
30,0.9999083876609802
31,0.9999889135360718
32,0.9997508525848389
33,0.9998862147331238
34,0.9999164938926697
35,0.9998108744621277
36,0.9996411204338074
37,0.9996779561042786
38,0.9999666213989258
39,1.0090869665145874
40,0.9908025860786438
41,0.9998853206634521
42,1.0044349431991577
43,0.9999738335609436
44,0.9998927712440491
45,0.9998650550842285
46,0.9999439716339111
47,0.9999801516532898
48,1.0118839740753174
49,0.9999685883522034
50,0.9999314546585083
51,0.9998777508735657
52,0.9999326467514038
53,0.9998601078987122
54,0.9987837672233582
55,0.9999514818191528
56,0.9999717473983765
57,0.9999586939811707
58,0.9999516010284424
59,0.9994684457778931
60,1.0005453824996948
61,0.9999895691871643
62,0.999994158744812
63,0.9998859763145447
64,0.9999549388885498
65,0.9999604225158691
66,0.9985690712928772
67,0.9992080926895142
68,0.9999463558197021
69,0.9999786019325256
70,0.9999188184738159
71,0.997297465801239
72,0.9990717768669128
73,1.0021588802337646
74,0.9999749064445496
75,0.9985406994819641
76,0.9999473094940186
77,0.9999502897262573
78,0.9993060231208801
79,0.9998654723167419
80,0.9997739791870117
81,0.9999796152114868
82,0.9896444082260132
83,0.9997767806053162
84,0.9998378157615662
85,0.9999881386756897
86,0.9999410510063171
87,0.9999052882194519
88,0.9998900294303894
89,0.9997698068618774
90,0.999354362487793
91,0.9998612999916077
92,0.9999722242355347
93,0.9999373555183411
94,0.9999866485595703
95,0.999703049659729
96,0.9998013377189636
97,0.9995639324188232
98,0.999987781047821
99,0.9999515414237976
100,0.9999154210090637
101,0.999897837638855
102,0.9999198317527771
103,0.999739944934845
104,0.996992826461792
105,1.0032305717468262
106,0.9293162226676941
107,0.9999756813049316
108,0.997675359249115
109,0.9997066855430603
110,0.9999723434448242
111,0.999800443649292
112,1.0013540983200073
113,0.9997556805610657
114,1.0122631788253784
115,0.9999520182609558
116,0.9997771382331848
117,0.9999057650566101
118,1.0017285346984863
119,0.9998887181282043
120,41.01187515258789
121,0.9999521970748901
122,0.9999282956123352
123,0.9999827742576599
124,0.9998770952224731
125,0.9998868703842163
126,0.9997720122337341
127,0.9985750913619995
128,1.0062189102172852
129,0.9997798204421997
130,1.0002295970916748
131,0.9999459981918335
132,0.9995704293251038
133,0.9998859167098999
134,0.9999549388885498
135,0.9999474287033081
136,0.9999494552612305
137,0.999966025352478
138,0.9999799132347107
139,0.999911367893219
140,0.9995731115341187
141,0.999912679195404
142,0.9999883770942688
143,0.9999779462814331
144,0.9999170303344727
145,0.9999467134475708
146,0.9985666275024414
147,0.9999129176139832
148,0.9964113235473633
149,0.9999662637710571
150,0.9999902248382568
151,0.9998066425323486
152,0.9999017715454102
153,0.9998491406440735
154,0.9999207258224487
155,0.999956488609314
156,0.9991329312324524
157,0.9998329877853394
158,1.0009984970092773
159,1.00033438205719
160,0.9999653100967407
161,0.9999313354492188
162,0.9998090267181396
163,0.9941613674163818
164,0.9999239444732666
165,0.9998539686203003
166,1.0117584466934204
167,0.9995670914649963
168,56.76422882080078
169,0.9999041557312012
170,0.9999082088470459
171,0.9999769330024719
172,0.9999532699584961
173,0.9999813437461853
174,0.9998183250427246
175,1.0013281106948853
176,0.999962568283081
177,0.9999740123748779
178,0.9999397397041321
179,0.999893069267273
180,0.9999504089355469
181,0.9942965507507324
182,48.889102935791016
183,0.9999842643737793
184,1.000830054283142
185,0.9994238018989563
186,0.9997823238372803
187,0.999868631362915
188,0.9999850392341614
189,0.9999328255653381
190,0.9994693994522095
191,0.9995037913322449
192,0.9996917247772217
193,0.99979567527771
194,0.9989038109779358
195,0.9995133876800537
196,0.9999560117721558
197,0.9999299049377441
198,0.9985730051994324
199,0.9999653100967407
200,1.0003994703292847
201,0.9999276399612427
202,0.999917209148407
203,0.9999232888221741
204,0.9998977780342102
205,0.9999651312828064
206,0.9999200701713562
207,0.9999550580978394
208,0.9998561143875122
209,0.9999272227287292
