ID;Value;;15819
10474;0,14;;
10475;0,13;;
10476;0,86;;
10477;1,03;;
10478;0,26;;
10479;0,33;;
10480;0,51;;
10481;0,32;;
10482;0,49;;
10483;0,03;;
10484;0,58;;
10485;0,43;;
10486;0,44;;
10487;0,09;;
10488;0,37;;
10489;0,06;;
10490;0,43;;
10491;0,42;;
10492;0,46;;
10493;0,01;;
10494;0,11;;
10495;0,39;;
10496;0,33;;
10497;0,41;;
10498;1,18;;
10499;0,17;;
10500;0,13;;
10501;0,74;;
10502;0,06;;
10503;0,51;;
10504;0,55;;
10505;0,17;;
10506;0,35;;
10507;0,18;;
10508;0,25;;
10509;3,69;;
10510;0,78;;
10511;0,63;;
10512;0,13;;
10513;0,31;;
10514;0,02;;
10515;1,05;;
10516;0,10;;
10517;0,31;;
10518;0,43;;
10519;0,34;;
10520;0,05;;
10521;1,54;;
10522;0,42;;
10523;0,20;;
10524;0,60;;
10525;0,01;;
10526;0,30;;
10527;0,99;;
10528;0,08;;
10529;0,09;;
10530;0,22;;
10531;1,00;;
10532;0,03;;
10533;0,23;;
10534;0,52;;
10535;0,73;;
10536;1,39;;
10537;0,13;;
10538;0,33;;
10539;0,72;;
10540;0,22;;
10541;0,15;;
10542;0,40;;
10543;0,56;;
10544;0,27;;
10545;0,53;;
10546;0,30;;
10547;2,79;;
10548;2,77;;
10549;0,02;;
10550;0,07;;
10551;2,35;;
10552;0,28;;
10553;0,16;;
10554;5,05;;
10555;0,26;;
10556;0,13;;
10557;0,19;;
10558;0,25;;
10559;0,03;;
10560;0,85;;
10561;0,20;;
10562;0,46;;
10563;0,05;;
10564;0,52;;
10565;0,73;;
10566;0,17;;
10567;0,26;;
10568;0,24;;
10569;0,94;;
10570;1,64;;
10571;0,54;;
10572;0,32;;
10573;0,74;;
10574;0,09;;
10575;0,53;;
10576;0,32;;
10577;0,32;;
10578;0,06;;
10579;0,04;;
10580;0,75;;
10581;0,47;;
10582;1,55;;
10583;0,62;;
10584;0,35;;
10585;0,13;;
10586;0,24;;
10587;0,31;;
10588;0,73;;
10589;0,24;;
10590;0,36;;
10591;0,21;;
10592;0,13;;
10593;0,31;;
10594;0,41;;
10595;0,87;;
10596;0,28;;
10597;0,16;;
10598;0,43;;
10599;0,84;;
10600;0,33;;
10601;0,32;;
10602;0,08;;
10603;0,29;;
10604;0,25;;
10605;0,57;;
10606;0,18;;
10607;0,21;;
10608;0,49;;
10609;0,11;;
10610;0,81;;
10611;0,87;;
10612;0,06;;
10613;0,01;;
10614;1,36;;
10615;0,36;;
10616;0,10;;
10617;0,20;;
10618;0,37;;
10619;0,81;;
10620;0,00;;
10621;0,14;;
10622;0,65;;
10623;0,31;;
10624;0,37;;
10625;0,31;;
10626;0,20;;
10627;0,51;;
10628;0,25;;
10629;0,49;;
10630;2,70;;
10631;0,87;;
10632;1,98;;
10633;0,06;;
10634;1,01;;
10635;0,10;;
10636;0,16;;
10637;0,05;;
10638;0,22;;
10639;0,17;;
10640;0,28;;
10641;0,24;;
10642;0,15;;
10643;0,09;;
10644;0,07;;
10645;0,09;;
10646;0,24;;
10647;0,44;;
10648;0,30;;
10649;0,25;;
10650;0,41;;
10651;0,35;;
10652;3,11;;
10653;0,44;;
10654;1,23;;
10655;0,28;;
10656;0,51;;
10657;0,59;;
10658;0,01;;
10659;0,47;;
10660;0,23;;
10661;0,20;;
10662;0,28;;
10663;0,47;;
10664;0,07;;
10665;0,30;;
10666;0,59;;
10667;0,45;;
10668;0,82;;
10669;2,79;;
10670;0,44;;
10671;0,11;;
10672;0,20;;
10673;0,44;;
10674;0,85;;
10675;0,19;;
10676;0,21;;
10677;0,65;;
10678;0,47;;
10679;0,31;;
10680;0,36;;
10681;0,31;;
10682;0,14;;
10683;0,29;;
10684;0,73;;
10685;0,86;;
10686;0,46;;
10687;0,55;;
10688;0,18;;
10689;1,50;;
10690;2,51;;
10691;0,13;;
10692;0,33;;
10693;0,29;;
10694;0,28;;
10695;0,18;;
10696;0,20;;
10697;0,28;;
10698;0,04;;
10699;0,65;;
10700;0,02;;
10701;1,16;;
10702;0,41;;
10703;1,29;;
10704;0,38;;
10705;0,14;;
10706;0,01;;
10707;0,89;;
10708;0,30;;
10709;2,62;;
10710;0,43;;
10711;0,92;;
10712;0,08;;
10713;0,39;;
10714;0,07;;
10715;1,45;;
10716;0,32;;
10717;0,23;;
10718;0,10;;
10719;1,18;;
10720;0,66;;
10721;0,30;;
10722;0,39;;
10723;0,54;;
10724;2,06;;
10725;0,07;;
10726;0,01;;
10727;0,24;;
10728;0,10;;
10729;0,18;;
10730;0,10;;
10731;0,25;;
10732;0,56;;
10733;0,05;;
10734;0,27;;
10735;0,51;;
10736;0,09;;
10737;0,31;;
10738;0,23;;
10739;0,00;;
10740;0,04;;
10741;0,12;;
10742;0,21;;
10743;0,21;;
10744;1,61;;
10745;0,23;;
10746;1,03;;
10747;0,34;;
10748;0,49;;
10749;0,56;;
10750;1,76;;
10751;0,39;;
10752;1,24;;
10753;0,45;;
10754;0,21;;
10755;0,64;;
10756;1,48;;
10757;0,46;;
10758;0,17;;
10759;5,02;;
10760;0,23;;
10761;0,26;;
10762;0,07;;
10763;0,36;;
10764;0,79;;
10765;1,93;;
10766;0,16;;
10767;0,18;;
10768;0,54;;
10769;0,33;;
10770;0,02;;
10771;0,12;;
10772;0,11;;
10773;4,09;;
10774;0,11;;
10775;0,68;;
10776;0,04;;
10777;0,59;;
10778;4,11;;
10779;0,22;;
10780;0,07;;
10781;0,07;;
10782;0,29;;
10783;0,33;;
10784;0,26;;
10785;0,56;;
10786;0,27;;
10787;0,38;;
10788;0,57;;
10789;0,32;;
10790;4,71;;
10791;0,75;;
10792;0,01;;
10793;0,39;;
10794;0,43;;
10795;0,37;;
10796;0,10;;
10797;4,71;;
10798;0,17;;
10799;0,63;;
10800;0,20;;
10801;0,02;;
10802;0,01;;
10803;0,25;;
10804;0,89;;
10805;0,24;;
10806;1,91;;
10807;0,01;;
10808;2,13;;
10809;1,33;;
10810;0,19;;
10811;0,12;;
10812;0,02;;
10813;1,04;;
10814;0,22;;
10815;0,18;;
10816;0,46;;
10817;0,87;;
10818;0,06;;
10819;0,54;;
10820;0,06;;
10821;0,38;;
10822;0,35;;
10823;0,39;;
10824;0,32;;
10825;0,77;;
10826;0,96;;
10827;0,31;;
10828;0,54;;
10829;0,30;;
10830;0,92;;
10831;0,34;;
10832;0,33;;
10833;0,48;;
10834;0,22;;
10835;0,03;;
10836;0,18;;
10837;0,25;;
10838;0,03;;
10839;1,63;;
10840;0,31;;
10841;0,76;;
10842;0,39;;
10843;0,44;;
10844;0,99;;
10845;0,81;;
10846;0,37;;
10847;0,05;;
10848;0,27;;
10849;0,59;;
10850;0,46;;
10851;1,32;;
10852;0,16;;
10853;0,03;;
10854;0,94;;
10855;0,13;;
10856;0,21;;
10857;0,32;;
10858;0,36;;
10859;0,03;;
10860;0,01;;
10861;0,45;;
10862;0,16;;
10863;0,51;;
10864;0,44;;
10865;0,44;;
10866;0,15;;
10867;1,28;;
10868;0,60;;
10869;0,27;;
10870;0,19;;
10871;0,46;;
10872;0,13;;
10873;0,15;;
10874;0,22;;
10875;0,67;;
10876;0,17;;
10877;0,10;;
10878;0,07;;
10879;0,01;;
10880;0,61;;
10881;0,38;;
10882;0,29;;
10883;0,16;;
10884;0,25;;
10885;0,38;;
10886;0,03;;
10887;0,94;;
10888;2,55;;
10889;0,40;;
10890;0,29;;
10891;0,05;;
10892;0,05;;
10893;0,37;;
10894;0,27;;
10895;1,09;;
10896;0,17;;
10897;0,09;;
10898;2,37;;
10899;0,69;;
10900;0,23;;
10901;0,59;;
10902;0,37;;
10903;0,66;;
10904;1,08;;
10905;0,44;;
10906;0,03;;
10907;0,08;;
10908;0,37;;
10909;0,15;;
10910;0,32;;
10911;1,13;;
10912;0,84;;
10913;0,29;;
10914;0,43;;
10915;0,01;;
10916;1,08;;
10917;0,31;;
10918;0,05;;
10919;0,44;;
10920;0,39;;
10921;0,78;;
10922;0,19;;
10923;0,22;;
10924;0,45;;
10925;0,63;;
10926;0,18;;
10927;0,03;;
10928;0,15;;
10929;0,03;;
10930;0,42;;
10931;0,28;;
10932;0,19;;
10933;0,69;;
10934;0,58;;
10935;0,45;;
10936;0,97;;
10937;0,08;;
10938;0,32;;
10939;0,27;;
10940;0,65;;
10941;1,21;;
10942;1,06;;
10943;0,38;;
10944;0,10;;
10945;0,30;;
10946;0,04;;
10947;0,34;;
10948;0,34;;
10949;0,07;;
10950;0,10;;
10951;0,34;;
10952;0,02;;
10953;0,24;;
10954;0,53;;
10955;0,03;;
10956;0,11;;
10957;0,35;;
10958;1,11;;
10959;0,05;;
10960;1,05;;
10961;0,08;;
10962;0,16;;
10963;0,48;;
10964;0,48;;
10965;0,40;;
10966;0,27;;
10967;0,56;;
10968;0,29;;
10969;0,63;;
10970;0,50;;
10971;0,31;;
10972;0,07;;
10973;0,31;;
10974;0,71;;
10975;0,22;;
10976;3,57;;
10977;0,42;;
10978;0,27;;
10979;0,40;;
10980;0,06;;
10981;0,10;;
10982;0,10;;
10983;0,46;;
10984;1,76;;
10985;0,45;;
10986;0,12;;
10987;0,05;;
10988;0,26;;
10989;0,27;;
10990;0,38;;
10991;0,65;;
10992;0,01;;
10993;0,55;;
10994;0,31;;
10995;0,33;;
10996;0,88;;
10997;0,38;;
10998;0,20;;
10999;0,09;;
11000;0,58;;
11001;0,08;;
11002;0,89;;
11003;0,20;;
11004;0,23;;
11005;0,38;;
11006;0,89;;
11007;0,93;;
11008;1,41;;
11009;0,19;;
11010;0,20;;
11011;0,01;;
11012;0,11;;
11013;0,38;;
11014;0,38;;
11015;0,06;;
11016;0,06;;
11017;0,47;;
11018;0,47;;
11019;0,00;;
11020;0,39;;
11021;3,14;;
11022;0,15;;
11023;0,38;;
11024;0,25;;
11025;0,03;;
11026;0,61;;
11027;0,53;;
11028;0,88;;
11029;0,39;;
11030;6,21;;
11031;0,39;;
11032;0,17;;
11033;0,32;;
11034;0,92;;
11035;0,55;;
11036;0,11;;
11037;0,07;;
11038;0,15;;
11039;0,73;;
11040;0,33;;
11041;0,09;;
11042;0,34;;
11043;0,65;;
11044;0,33;;
11045;0,45;;
11046;0,29;;
11047;0,09;;
11048;0,99;;
11049;0,39;;
11050;0,06;;
11051;0,23;;
11052;0,39;;
11053;0,07;;
11054;0,57;;
11055;0,04;;
11056;0,09;;
11057;0,32;;
11058;0,10;;
11059;0,27;;
11060;0,11;;
11061;0,92;;
11062;0,29;;
11063;0,16;;
11064;0,22;;
11065;0,48;;
11066;0,10;;
11067;0,30;;
11068;0,29;;
11069;0,55;;
11070;0,07;;
11071;0,06;;
11072;0,23;;
11073;0,52;;
11074;0,32;;
11075;0,20;;
11076;0,54;;
11077;2,02;;
11078;0,66;;
11079;0,49;;
11080;2,97;;
11081;0,45;;
11082;0,33;;
11083;#VALUE!;;
11084;1,03;;
11085;0,12;;
11086;0,13;;
11087;0,01;;
11088;0,17;;
11089;0,94;;
11090;0,24;;
11091;0,30;;
11092;0,13;;
11093;0,62;;
11094;0,37;;
11095;0,33;;
11096;0,23;;
11097;0,66;;
11098;0,09;;
11099;0,52;;
11100;0,18;;
11101;0,01;;
11102;0,41;;
11103;0,01;;
11104;1,50;;
11105;0,05;;
11106;1,67;;
11107;0,06;;
11108;1,18;;
11109;0,45;;
11110;0,47;;
11111;0,61;;
11112;0,23;;
11113;0,78;;
11114;2,15;;
11115;0,34;;
11116;0,12;;
11117;0,17;;
11118;0,23;;
11119;0,13;;
11120;0,21;;
11121;0,55;;
11122;0,30;;
11123;0,26;;
11124;0,63;;
11125;0,64;;
11126;0,09;;
11127;0,23;;
11128;0,32;;
11129;0,02;;
11130;0,50;;
11131;0,36;;
11132;0,29;;
11133;0,42;;
11134;0,02;;
11135;0,20;;
11136;0,05;;
11137;0,99;;
11138;0,47;;
11139;0,43;;
11140;0,04;;
11141;0,51;;
11142;0,31;;
11143;1,89;;
11144;0,83;;
11145;0,26;;
11146;0,20;;
11147;0,34;;
11148;0,42;;
11149;0,51;;
11150;0,74;;
11151;0,29;;
11152;0,15;;
11153;0,40;;
11154;0,45;;
11155;0,58;;
11156;0,80;;
11157;0,03;;
11158;0,49;;
11159;0,20;;
11160;0,13;;
11161;0,02;;
11162;0,16;;
11163;0,02;;
11164;0,16;;
11165;0,06;;
11166;0,10;;
11167;0,46;;
11168;0,41;;
11169;0,55;;
11170;0,33;;
11171;2,24;;
11172;0,13;;
11173;0,13;;
11174;0,84;;
11175;0,17;;
11176;0,38;;
11177;0,09;;
11178;0,11;;
11179;0,22;;
11180;1,08;;
11181;2,51;;
11182;0,44;;
11183;0,44;;
11184;1,24;;
11185;0,40;;
11186;0,41;;
11187;0,37;;
11188;0,21;;
11189;0,27;;
11190;0,53;;
11191;0,28;;
11192;0,02;;
11193;0,21;;
11194;0,51;;
11195;0,80;;
11196;0,63;;
11197;0,30;;
11198;0,37;;
11199;0,49;;
11200;0,26;;
11201;0,40;;
11202;0,92;;
11203;0,30;;
11204;0,34;;
11205;1,35;;
11206;0,14;;
11207;0,65;;
11208;1,27;;
11209;0,16;;
11210;0,83;;
11211;0,82;;
11212;0,90;;
11213;0,26;;
11214;0,62;;
11215;0,20;;
11216;0,19;;
11217;0,37;;
11218;0,24;;
11219;0,24;;
11220;0,57;;
11221;0,62;;
11222;0,22;;
11223;0,04;;
11224;0,27;;
11225;0,44;;
11226;1,14;;
11227;0,31;;
11228;0,18;;
11229;0,67;;
11230;0,29;;
11231;0,16;;
11232;0,52;;
11233;0,32;;
11234;0,14;;
11235;0,68;;
11236;0,13;;
11237;0,34;;
11238;0,82;;
11239;0,10;;
11240;0,46;;
11241;0,28;;
11242;0,00;;
11243;0,80;;
11244;0,22;;
11245;0,26;;
11246;0,32;;
11247;0,44;;
11248;0,06;;
11249;0,51;;
11250;0,34;;
11251;0,14;;
11252;0,24;;
11253;0,11;;
11254;0,59;;
11255;0,77;;
11256;0,26;;
11257;1,20;;
11258;0,71;;
11259;0,38;;
11260;0,68;;
11261;0,71;;
11262;0,19;;
11263;0,15;;
11264;0,81;;
11265;0,17;;
11266;0,53;;
11267;0,36;;
11268;0,26;;
11269;0,75;;
11270;0,63;;
11271;0,04;;
11272;1,14;;
11273;1,69;;
11274;0,36;;
11275;1,54;;
11276;0,97;;
11277;0,26;;
11278;0,20;;
11279;0,31;;
11280;0,13;;
11281;0,50;;
11282;0,27;;
11283;0,11;;
11284;0,25;;
11285;0,66;;
11286;2,49;;
11287;0,03;;
11288;0,44;;
11289;0,22;;
11290;0,81;;
11291;0,16;;
11292;0,18;;
11293;0,07;;
11294;0,36;;
11295;0,02;;
11296;0,42;;
11297;0,53;;
11298;0,50;;
11299;0,06;;
11300;0,39;;
11301;0,48;;
11302;0,88;;
11303;0,04;;
11304;0,05;;
11305;0,12;;
11306;0,40;;
11307;0,12;;
11308;0,29;;
11309;0,40;;
11310;0,38;;
11311;0,31;;
11312;0,17;;
11313;0,15;;
11314;0,02;;
11315;0,17;;
11316;0,30;;
11317;0,75;;
11318;0,40;;
11319;0,17;;
11320;0,49;;
11321;0,36;;
11322;2,21;;
11323;0,07;;
11324;0,26;;
11325;1,30;;
11326;0,76;;
11327;0,24;;
11328;0,00;;
11329;0,17;;
11330;0,28;;
11331;6,03;;
11332;0,12;;
11333;0,22;;
11334;0,35;;
11335;0,22;;
11336;0,30;;
11337;0,02;;
11338;4,12;;
11339;0,26;;
11340;0,67;;
11341;0,17;;
11342;0,04;;
11343;0,20;;
11344;0,49;;
11345;0,17;;
11346;0,13;;
11347;0,09;;
11348;0,54;;
11349;0,33;;
11350;0,21;;
11351;0,07;;
11352;1,42;;
11353;0,11;;
11354;0,66;;
11355;0,40;;
11356;0,02;;
11357;0,29;;
11358;0,45;;
11359;0,77;;
11360;0,38;;
11361;0,02;;
11362;1,46;;
11363;0,58;;
11364;0,28;;
11365;0,16;;
11366;0,47;;
11367;0,38;;
11368;0,59;;
11369;0,01;;
11370;0,07;;
11371;0,52;;
11372;0,50;;
11373;0,37;;
11374;0,66;;
11375;2,00;;
11376;0,12;;
11377;0,04;;
11378;0,48;;
11379;0,89;;
11380;0,02;;
11381;1,85;;
11382;0,41;;
11383;0,21;;
11384;0,27;;
11385;0,36;;
11386;0,01;;
11387;0,59;;
11388;0,08;;
11389;0,11;;
11390;0,42;;
11391;0,19;;
11392;0,44;;
11393;0,59;;
11394;0,07;;
11395;0,15;;
11396;3,16;;
11397;0,70;;
11398;0,57;;
11399;0,01;;
11400;1,96;;
11401;1,20;;
11402;0,05;;
11403;0,30;;
11404;0,41;;
11405;0,31;;
11406;0,46;;
11407;0,10;;
11408;0,25;;
11409;0,12;;
11410;0,14;;
11411;0,49;;
11412;0,52;;
11413;0,21;;
11414;0,30;;
11415;0,51;;
11416;0,31;;
11417;0,93;;
11418;0,28;;
11419;0,50;;
11420;0,00;;
11421;0,52;;
11422;0,00;;
11423;0,25;;
11424;1,54;;
11425;0,79;;
11426;0,69;;
11427;0,53;;
11428;0,26;;
11429;0,11;;
11430;0,30;;
11431;0,43;;
11432;0,40;;
11433;0,34;;
11434;1,32;;
11435;0,33;;
11436;0,31;;
11437;0,41;;
11438;0,11;;
11439;0,25;;
11440;0,67;;
11441;0,10;;
11442;0,01;;
11443;0,08;;
11444;0,29;;
11445;0,37;;
11446;1,14;;
11447;0,89;;
11448;0,43;;
11449;0,38;;
11450;0,28;;
11451;0,15;;
11452;0,16;;
11453;0,44;;
11454;0,73;;
11455;0,03;;
11456;0,17;;
11457;0,51;;
11458;0,58;;
11459;0,28;;
11460;0,13;;
11461;0,66;;
11462;0,27;;
11463;0,02;;
11464;0,05;;
11465;3,31;;
11466;0,48;;
11467;0,19;;
11468;0,49;;
11469;0,15;;
11470;0,24;;
11471;0,41;;
11472;0,16;;
11473;0,17;;
11474;0,03;;
11475;0,06;;
11476;0,17;;
11477;0,31;;
11478;0,72;;
11479;0,08;;
11480;0,33;;
11481;0,27;;
11482;0,60;;
11483;0,43;;
11484;0,78;;
11485;0,52;;
11486;0,19;;
11487;0,09;;
11488;5,71;;
11489;0,11;;
11490;0,29;;
11491;0,41;;
11492;0,23;;
11493;1,02;;
11494;0,53;;
11495;0,11;;
11496;0,55;;
11497;0,14;;
11498;0,50;;
11499;0,68;;
11500;0,51;;
11501;0,26;;
11502;0,58;;
11503;0,22;;
11504;0,25;;
11505;0,20;;
11506;0,07;;
11507;0,81;;
11508;0,55;;
11509;0,56;;
11510;1,67;;
11511;0,12;;
11512;0,03;;
11513;0,38;;
11514;0,11;;
11515;0,06;;
11516;0,18;;
11517;0,86;;
11518;0,14;;
11519;0,14;;
11520;0,05;;
11521;0,70;;
11522;0,79;;
11523;0,47;;
11524;3,10;;
11525;1,20;;
11526;0,18;;
11527;2,63;;
11528;0,04;;
11529;0,58;;
11530;0,21;;
11531;0,09;;
11532;0,00;;
11533;0,21;;
11534;0,22;;
11535;0,51;;
11536;0,70;;
11537;0,86;;
11538;0,96;;
11539;0,81;;
11540;0,38;;
11541;0,45;;
11542;0,53;;
11543;0,51;;
11544;0,01;;
11545;0,31;;
11546;0,52;;
11547;0,16;;
11548;0,07;;
11549;0,26;;
11550;0,58;;
11551;0,36;;
11552;0,17;;
11553;0,89;;
11554;0,29;;
11555;0,61;;
11556;0,28;;
11557;0,25;;
11558;0,65;;
11559;0,60;;
11560;0,22;;
11561;0,04;;
11562;0,42;;
11563;0,17;;
11564;2,29;;
11565;0,65;;
11566;0,08;;
11567;2,88;;
11568;0,09;;
11569;1,22;;
11570;0,30;;
11571;0,59;;
11572;0,74;;
11573;0,27;;
11574;0,64;;
11575;0,36;;
11576;0,54;;
11577;0,04;;
11578;0,25;;
11579;0,57;;
11580;0,33;;
11581;0,01;;
11582;0,09;;
11583;1,13;;
11584;0,86;;
11585;3,54;;
11586;0,25;;
11587;0,15;;
11588;0,72;;
11589;0,81;;
11590;0,01;;
11591;0,03;;
11592;0,04;;
11593;0,51;;
11594;0,06;;
11595;0,10;;
11596;0,33;;
11597;0,10;;
11598;0,22;;
11599;0,53;;
11600;0,49;;
11601;0,68;;
11602;0,05;;
11603;0,13;;
11604;2,23;;
11605;0,11;;
11606;0,13;;
11607;0,46;;
11608;0,16;;
11609;0,17;;
11610;4,80;;
11611;0,13;;
11612;0,34;;
11613;0,43;;
11614;0,01;;
11615;1,18;;
11616;0,34;;
11617;0,15;;
11618;0,88;;
11619;0,60;;
11620;0,06;;
11621;1,04;;
11622;0,45;;
11623;0,14;;
11624;1,36;;
11625;0,02;;
11626;0,41;;
11627;0,01;;
11628;0,59;;
11629;0,31;;
11630;0,01;;
11631;0,67;;
11632;0,32;;
11633;0,21;;
11634;0,81;;
11635;0,13;;
11636;0,30;;
11637;0,02;;
11638;0,05;;
11639;0,32;;
11640;0,19;;
11641;0,22;;
11642;0,51;;
11643;1,09;;
11644;0,30;;
11645;1,34;;
11646;0,28;;
11647;1,12;;
11648;0,17;;
11649;0,53;;
11650;0,62;;
11651;0,06;;
11652;0,65;;
11653;0,04;;
11654;0,24;;
11655;0,19;;
11656;0,16;;
11657;0,81;;
11658;0,66;;
11659;0,02;;
11660;0,23;;
11661;0,23;;
11662;0,56;;
11663;0,58;;
11664;0,35;;
11665;0,37;;
11666;0,02;;
11667;0,20;;
11668;0,06;;
11669;0,81;;
11670;0,29;;
11671;0,04;;
11672;0,90;;
11673;1,65;;
11674;0,34;;
11675;0,44;;
11676;0,01;;
11677;0,06;;
11678;0,05;;
11679;0,49;;
11680;5,86;;
11681;0,06;;
11682;0,17;;
11683;0,13;;
11684;0,15;;
11685;0,52;;
11686;0,04;;
11687;0,43;;
11688;0,07;;
11689;7,95;;
11690;0,05;;
11691;0,01;;
11692;0,07;;
11693;0,26;;
11694;0,08;;
11695;0,08;;
11696;0,26;;
11697;0,37;;
11698;0,13;;
11699;0,54;;
11700;0,66;;
11701;0,83;;
11702;0,01;;
11703;0,22;;
11704;0,21;;
11705;0,90;;
11706;0,40;;
11707;0,64;;
11708;0,62;;
11709;0,10;;
11710;0,11;;
11711;0,25;;
11712;4,56;;
11713;0,54;;
11714;0,06;;
11715;0,45;;
11716;0,31;;
11717;0,89;;
11718;0,76;;
11719;0,26;;
11720;0,42;;
11721;0,05;;
11722;0,07;;
11723;0,24;;
11724;0,47;;
11725;0,36;;
11726;0,37;;
11727;0,78;;
11728;0,17;;
11729;0,22;;
11730;0,14;;
11731;0,60;;
11732;0,16;;
11733;0,01;;
11734;0,33;;
11735;0,36;;
11736;0,67;;
11737;0,43;;
11738;0,82;;
11739;0,75;;
11740;0,35;;
11741;0,06;;
11742;0,95;;
11743;0,79;;
11744;0,46;;
11745;0,35;;
11746;0,06;;
11747;0,18;;
11748;0,27;;
11749;0,34;;
11750;0,03;;
11751;0,08;;
11752;0,17;;
11753;0,30;;
11754;0,55;;
11755;0,04;;
11756;0,33;;
11757;0,60;;
11758;1,16;;
11759;0,24;;
11760;0,01;;
11761;0,09;;
11762;0,01;;
11763;0,54;;
11764;0,46;;
11765;0,33;;
11766;0,38;;
11767;0,13;;
11768;0,13;;
11769;0,64;;
11770;0,53;;
11771;0,26;;
11772;0,20;;
11773;0,45;;
11774;0,33;;
11775;0,26;;
11776;0,21;;
11777;0,11;;
11778;0,33;;
11779;0,19;;
11780;0,74;;
11781;0,41;;
11782;0,14;;
11783;0,33;;
11784;0,35;;
11785;0,02;;
11786;0,17;;
11787;0,37;;
11788;0,57;;
11789;0,36;;
11790;2,35;;
11791;0,60;;
11792;0,08;;
11793;0,23;;
11794;1,03;;
11795;0,44;;
11796;0,56;;
11797;0,83;;
11798;0,52;;
11799;0,45;;
11800;1,46;;
11801;0,80;;
11802;0,92;;
11803;0,29;;
11804;0,68;;
11805;9,17;;
11806;9,78;;
11807;0,14;;
11808;0,13;;
11809;0,60;;
11810;0,05;;
11811;0,19;;
11812;0,11;;
11813;0,09;;
11814;0,92;;
11815;0,13;;
11816;0,00;;
11817;0,61;;
11818;2,32;;
11819;0,03;;
11820;0,41;;
11821;0,10;;
11822;0,34;;
11823;0,17;;
11824;0,49;;
11825;0,35;;
11826;0,76;;
11827;0,67;;
11828;0,00;;
11829;0,03;;
11830;0,04;;
11831;0,67;;
11832;0,34;;
11833;0,96;;
11834;1,10;;
11835;0,02;;
11836;0,16;;
11837;1,52;;
11838;0,38;;
11839;0,40;;
11840;0,05;;
11841;0,20;;
11842;0,85;;
11843;0,66;;
11844;0,37;;
11845;0,17;;
11846;0,06;;
11847;0,28;;
11848;0,67;;
11849;0,34;;
11850;0,17;;
11851;0,46;;
11852;0,46;;
11853;0,34;;
11854;1,74;;
11855;0,46;;
11856;0,01;;
11857;0,08;;
11858;0,26;;
11859;0,49;;
11860;0,37;;
11861;0,67;;
11862;0,37;;
11863;3,16;;
11864;0,46;;
11865;0,48;;
11866;0,59;;
11867;0,26;;
11868;0,45;;
11869;0,18;;
11870;0,63;;
11871;0,44;;
11872;0,41;;
11873;0,71;;
11874;0,48;;
11875;0,08;;
11876;0,47;;
11877;0,55;;
11878;0,02;;
11879;0,17;;
11880;0,75;;
11881;0,11;;
11882;0,38;;
11883;0,27;;
11884;0,43;;
11885;2,06;;
11886;0,12;;
11887;0,04;;
11888;0,10;;
11889;0,62;;
11890;0,94;;
11891;0,13;;
11892;0,28;;
11893;0,11;;
11894;0,02;;
11895;0,10;;
11896;0,72;;
11897;0,22;;
11898;0,28;;
11899;0,05;;
11900;0,54;;
11901;0,26;;
11902;0,14;;
11903;0,74;;
11904;0,17;;
11905;0,17;;
11906;0,19;;
11907;0,13;;
11908;0,08;;
11909;0,67;;
11910;0,08;;
11911;0,06;;
11912;0,21;;
11913;3,13;;
11914;0,11;;
11915;0,06;;
11916;1,33;;
11917;0,48;;
11918;0,18;;
11919;0,53;;
11920;0,28;;
11921;0,37;;
11922;0,03;;
11923;0,29;;
11924;1,26;;
11925;0,25;;
11926;0,44;;
11927;0,43;;
11928;0,48;;
11929;0,34;;
11930;0,14;;
11931;0,54;;
11932;0,92;;
11933;0,16;;
11934;0,09;;
11935;1,19;;
11936;0,37;;
11937;0,10;;
11938;0,98;;
11939;0,02;;
11940;0,11;;
11941;0,44;;
11942;0,75;;
11943;1,93;;
11944;0,72;;
11945;0,47;;
11946;0,52;;
11947;0,83;;
11948;0,03;;
11949;0,19;;
11950;0,07;;
11951;0,14;;
11952;0,34;;
11953;0,51;;
11954;0,02;;
11955;0,03;;
11956;0,07;;
11957;0,03;;
11958;0,22;;
11959;0,82;;
11960;0,44;;
11961;0,07;;
11962;0,15;;
11963;2,01;;
11964;0,44;;
11965;0,70;;
11966;0,07;;
11967;0,60;;
11968;0,45;;
11969;0,05;;
11970;2,64;;
11971;1,12;;
11972;0,37;;
11973;0,81;;
11974;0,27;;
11975;1,10;;
11976;0,25;;
11977;0,11;;
11978;0,12;;
11979;0,63;;
11980;0,06;;
11981;0,13;;
11982;0,04;;
11983;0,07;;
11984;0,13;;
11985;1,45;;
11986;0,47;;
11987;0,09;;
11988;0,10;;
11989;0,05;;
11990;0,58;;
11991;0,14;;
11992;0,75;;
11993;0,55;;
11994;0,48;;
11995;1,14;;
11996;0,07;;
11997;0,53;;
11998;0,16;;
11999;0,07;;
12000;0,34;;
12001;0,15;;
12002;0,24;;
12003;0,20;;
12004;0,61;;
12005;0,49;;
12006;0,42;;
12007;0,50;;
12008;0,13;;
12009;0,76;;
12010;0,32;;
12011;0,42;;
12012;0,52;;
12013;0,90;;
12014;0,12;;
12015;0,61;;
12016;0,60;;
12017;0,67;;
12018;2,83;;
12019;0,96;;
12020;0,13;;
12021;0,11;;
12022;0,21;;
12023;0,01;;
12024;0,85;;
12025;0,31;;
12026;0,53;;
12027;1,23;;
